GAME_GENRE_FANTASY,,Fantasy game,Jeu fantastique,Juego de fantasía,Fantasy-Spiel,Gioco fantasy,Jogo de fantasia,Jogo de Fantasia,Фэнтези,Παιχνίδι Φαντασίας,Fantastik oyun,Fantasy spil,Fantasispill,Fantasyspel,Fantasiespel,Gra fantasy,Fantasiapeli,ファンタジーゲーム,幻想游戏,魔幻遊戲,판타지 게임,Fantasy hra,Fantasy játék,Fantezie,เกมแฟนตาซี,Фентъзи,משחק פנטסיה,,,لعبة فنتازيا
GAME_GENRE_HARDCORE,,Hardcore game,Jeu hardcore,Juego difícil,Hardcore-Spiel,Gioco hardcore,Jogo hardcore,Jogo Harcore,Хардкорная игра,Hardcore παιχνίδι,Hardcore oyun,Hardcore spil,Hardcore spill,Hardcorespel,Hardcore spel,Gra hardkorowa,Hardcorepeli,ハードコアゲーム,硬核游戏,硬核游戲,하드코어 게임,Težká hra,Hardcore játék,Joc hardcore,เกมฮาร์ดคอร์,Хардкор,משחק Hardcore,,,لعبة المتشددين
GAME_GENRE_INDIE,,Indie,Indépendant,Indie,Indie,Indie,Indie,Indie,Инди,Indie,Bağımsız Yapımcı,Indie,Indie,Indie,Indie,Indie,Indie,独立系開発会社,独立,獨立製作,인디,Nezávislé,Indie,Independente,อินดี้,Инди,משחק אינדי,,,
GAME_GENRE_MEDIEVAL,,Medieval game,Jeu médiéval,Juego medieval,Mittlealter-Spiel,Gioco medievale,Jogo medieval,Jogo Medieval,Средневековье,Μεσαιωνικό παιχνίδι,Orta çağ oyunu,Middelalderspil,Middelalderspill,Medeltidsspel,Middeleeuws spel,Gra w średniowieczu,Keskiaikapeli,中世風ゲーム,中世纪式游戏,中世紀式游戲,중세 게임,Středověká hra,Középkori játék,Joc medieval,เกมแนวยุคกลาง,Средновековна,משחק ימי-ביניים,,,لعبة القرون الوسطى
GAME_GENRE_MISC,,Misc.,Divers,Otros,Verschiedene,Vari,Diversos,Diversos,Разное,Αλλα,Çeşitli,Diverse,Diverse,Blandat,Overig,Różne,Sekalaiset,その他,其它,其他,기타,Různé,Egyéb,Altele,เบ็ดเตล็ด,Разни,משחק שונות,,,
GAME_GENRE_MULTIPLAYER,,Multiplayer,Multijoueur,Multijugador,Mehrspieler,Multigiocatore,Multi jogadores,Multi jogadores,Многопользовательская игра,Multiplayer,Çok oyunculu oyun,Flerspiller,Flerspiller,Flerspelarspel,Multiplayer,Gra wieloosobowa,Moninpeli,マルチプレイヤー,多人游戏,多人游戲,멀티플레이어,Režim více hráčů,Többjátékos mód,Multiplayer,เล่นหลายคน,Няколко играчи,משחק רב-משתתפים,Permainan video berganda,,لعبة فيديو جماعية
GAME_GENRE_NAME,,Genre,Genre,Género,Genre,Genere,Gênero,Género,Жанр,Είδος,Tür,Genre,Sjanger,Genre,Genre,Gatunek,Lajityyppi,ジャンル,类型,類型,장르,Žánr,Műfaj,Gen,ประเภท,Жанр,ז'אנר,,,
GAME_GENRE_PLATFORMER,,Platformer game,Jeu de plateformes,Juego de plataformas,Platformer,Gioco platform,Jogo de plataforma,Jogo de plataformas,Платформер,Platform παιχνίδι,Platform oyunu,Platformspil,Platformspill,Platformsspel,Platformspel,Gra platformowa,Tasohyppelypeli,プラットフォームゲーム,平台游戏,平台游戲,플랫폼 게임,Platformová hra,Mászkálós Játék,Platformer,เกมแพลทฟอร์มเมอร์,Платформър,משחק Platformer,,,لعبة منصات
GAME_GENRE_PUZZLE,,Puzzle game,Jeu d'énigmes,Juego de rompecabezas,Puzzle-Spiel,Gioco puzzle,Quebra-cabeça,Jogo de puzzles,Головоломка,Puzzle παιχνίδι,Puzzle,Puslespil,Puslespill,Pusselspel,Puzzelspel,Gra logiczna,Pulmapeli,パズルゲーム,拼图游戏,智力遊戲,퍼즐 게임,Puzzle,Puzzle,Puzzle,เกมปริศนา,Логическа,משחק מחשבה,,Teka teki,لعبة ألغاز
GAME_GENRE_QUIZ,,Quiz game,Jeu de quizz,Juego de preguntas y respuestas,Quiz,Gioco di quiz,Jogo de perguntas e respostas,Jogo de perguntas,Викторина,Κουίζ,Bilgi yarışı,Quiz spil,Quizspill,Frågesport,Quizspel,Teleturniej,Tietovisa,クイズゲーム,问答游戏,問答游戲,퀴즈 게임,Kvíz,Vetélkedő,Joc de cultură generală,เกมตอบคำถาม,Викторина,חידון,,Kuis,لعبة مسابقة
GAME_GENRE_RACING,,Racing,Course automobile,Carreras,Rennspiele,Corse,Corrida,Corridas,Гонки,Racing,Yarış,Racer,Racing,Racing,Race,Wyścigi,Kilpa-ajo,レース,竞速,競速遊戲,레이싱,Závodní,Verseny,Curse,แข่งขันความเร็ว,Състезателна,משחק מירוצים,,,
GAME_GENRE_RETRO,,Retro game,Jeu rétro,Juego retro,Retrospiel,Gioco rétro,Jogo retrô,Jogo retro,Ретро-игра,Retro παιχνίδι,Retro oyun,Retrospil,Retrospill,Retrospel,Retro-spel,Gra retro,Retropeli,レトロゲーム,复古游戏,復古游戲,레트로 게임,Retro hra,Retro játék,Joc retro,เกมเรโทร,Ретро,משחק רטרו,,,لعبة الرجعية
GAME_GENRE_RPG,,Roleplaying game,Jeu de rôles,Juego de rol,Rollenspiel,Gioco di ruolo,Jogo de RPG,RPG,Ролевая игра (RPG),Παιχνίδι ρόλων,Rol yapma oyunu,Rollespil,Rollespill,Rollspel,Rollenspel,RPG,Roolipeli,ロールプレイングゲーム,角色扮演游戏,角色扮演游戲,롤플레잉 게임,Hra na role,Szerepjáték,RPG,เกมสวมบทบาท,Ролева,משחק תפקידים,,Bermain peran,لعبة تقمص أدوار
GAME_GENRE_RTS,,Real-time strategy,Stratégie en temps réel,Estrategia en tiempo real,Echtzeitstrategie,Strategia in tempo reale,Estratégia em tempo real,Estratégia em tempo real,Стратегия в реальном времени,Real-Time Strategy,Gerçek Zamanlı Strateji,Realtidsstrategi (RTS),Sanntidsstrategi,RTS (strategispel i realtid),Realtimestrategie,Strategie czasu rzeczywistego,Reaaliaikainen strategia,リアルタイムシミュレーション,即时战略,即時戰略遊戲,실시간 전략,Strategie v reálném čase,Valós idejű stratégia (RTS),Strategii în Timp Real,กลยุทธ์แบบเรียลไทม์,Стратегия в реално време,משחק אסטרטגיה (זמן-אמת),,,
GAME_GENRE_SCIFI,,Science fiction game,Jeu de Science-Fiction,Juego de ciencia ficción,Science-Fiction-Spiel,Gioco di fantascienza,Jogo de ficção científica,Jogo de Ficção Científica,Научно-фантастическая игра,Επιστημονικής φαντασίας παιχνίδι,Bilim kurgu oyunu,Science fiction spil,Science fiction spill,Science fiction–spel,Science fiction spel,Gra science-fiction,Tieteisfiktiopeli,SFゲーム,科幻游戏,科幻游戲,SF 게임,SCI-FI hra,Tudományos Fantasztikus Játék,Joc SF,เกมแนวนิยายวิทยาศาสตร์,Научно-фантастична,משחק מדע-בדיוני,,,لعبة خيال علمي
GAME_GENRE_SHOOTER,,Shooter game,Jeu de tir,Juego de disparos,Shooter,Sparatutto,Jogo de tiro,Jogo de tiro,Шутер,Shooter παιχνίδι,Atış oyunu,Skydespil,Skytespill,Skjutspel,Schietspel,Strzelanka,Ammuntapeli,シューティングゲーム,射击游戏,射擊游戲,슈팅 게임,Střílečka,Lövöldözős játék,Shooter,เกมยิง,Шутър,משחק יריות,Permainan video bertembak,Tembak menembak,لعبة شوتر
GAME_GENRE_SIMULATION,,Simulation game,Jeu de simulation,Juego de simulación,Simulation,Gioco di simulazione,Jogo de simulação,Jogo de simulação,Симулятор,Παιχνίδι προσομοίωσης,Simulasyon,Simulationsspil,Simulasjon,Simulatorspel,Simulatiespel,Symulator,Simulaatiopeli,シミュレーションゲーム,模拟游戏,模擬游戲,시뮬레이션 게임,Simulátor,Szimulátor,Joc de simulare,เกมจำลองสถานการณ์,Симулатор,סימולטור,,Simulasi,لعبة محاكاة
GAME_GENRE_SINGLEPLAYER,,Singleplayer,Un joueur,Un único jugador,Einzelspieler,Giocatore singolo,Um jogador,Único jogador,Одиночная игра,Singleplayer,Tek oyunculu oyun,Enkeltspiller,Enkeltspiller,Enspelarspel,Singeplayer,Gra jednoosobowa,Yksinpeli,シングルプレイヤー,单式游戏,單式游戲,싱글플레이어,Režim jednoho hráče,Egyjátékos mód,Individual,ผู้เล่นเดียว,Един играч,שחקן יחיד,Pemain tunggal,Pemain tunggal,لعبة فيديو فردية
GAME_GENRE_SPORTS,,Sports game,Jeu de sports,Juego de deportes,Sport-Spiel,Gioco di sport,Jogo de esportes,Jogo de desporto,Спортивный симулятор,Αθλητικό παιχνίδι,Spor oyunu,Sportsspil,Sportsspill,Sportspel,Sportspel,Gra sportowa,Urheilupeli,スポーツゲーム,体育游戏,體育游戲,스포츠 게임,Sportovní hra,Sportjáték,Sport,เกมกีฬา,Спортна,משחק ספורט,,Olahraga,لعبة فيديو رياضية
GAME_GENRE_STRATEGY,,Strategy game,Jeu de stratégie,Juego de estrategia,Strategiespiel,Gioco di strategia,Jogo de estratégia,Jogo de estatégia,Стратегия,Παιχνίδι στρατηγικής,Strateji oyunu,Strategispil,Strategispill,Strategispel,Strategiespel,Gra strategiczna,Strategiapeli,ストラテジーゲーム,战略游戏,戰略游戲,전략 게임,Strategická hra,Stratégiai játék,Joc de strategie,เกมวางแผน,Стратегия,משחק אסטרטגיה,,Strategi,لعبة استراتيجية
GAME_GENRE_TBS,,Turn-based strategy,Stratégie au tour par tour,Estrategia por turnos,Rundenbasierte Strategie,Strategia a turni,Estratégia baseada em turnos,Estratégia por turnos,Пошаговая стратегия,Turn-Based Strategy,Sıra Tabanlı Strateji,Turbaseret strategi,Turbasert strategi,Omgångsbaserat strategispel,Op beurt gebaseerde strategie,Strategia turowe,Vuoropohjainen strategia,ターン制シミュレーション,回合战略,回合戰略遊戲,턴제 전략,Tahové strategické,Körökre osztott stratégia (TBS),Strategii pe Ture,กลยุทธ์แบบผลัดตาเดิน,Походова стратегия,משחק אסטרטגיה (תורות),,,
GAME_GENRE_TOWER_DEFENSE,,Tower defence game,Tower Defense,Juego de defensa de torres,Verteidigungsspiel,Tower defense,Jogo de torres de defesa,Jogo de Torres de Defesa,Башенная защита (TD),Tower defence παιχνίδι ,Kule savunma oyunu,Tower defense spil,Tårnforsvarspill,Tower defense–spel,Tower defense spel,Tower defence,Tornipuolustuspeli,タワーディフェンスゲーム,塔防游戏,塔防游戲,타워 디펜스 게임,Obranná hra,Toronyvédő Játék,TD,เกมป้องกันฐาน,Защита с кули,משחק הגן על הטירה,,,لعبة برج الدفاع
END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- GENERAL COMMENTS --,For comments concerning the language columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Not supported by Steam,Not supported by Steam,Not supported by Steam,Not supported by Steam
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDITIONS,"As these string reach full ( Steamlist ) completion, they can be added to the Master above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAME_GENRE_ASYNC,,Asynchronous multiplayer,Multijoueur asynchrone,Multijugador asíncrono,Rundebasiertes Mehrspielerspiel,,Multijogador assíncrono,,Асинхронный мультиплеер,Ασύγχρονο multiplayer,,Asynkron multiplayer,Asynkron flerspillermodus,,,,Asynkroninen moninpeli,,,,비동기 멀티플레이어,,Aszinkron Többjátékos,"
",,Асинхронен мултиплейър,משחק רב-משתתפים אסינכרוני,,,
GAME_GENRE_ARCADE,,Arcade game,Arcade,Juego arcade,Arcade,,Jogo arcade,,Аркада,Παιχνίδι arcade,,Arkade spil,Arkadespill,,,Gra arkadowa,Arkadepeli,,,,아케이드 게임,,Játéktermi Játék,,,Аркадна,משחק ארקייד,,,
GAME_GENRE_BEATEMUP,,Beat 'em up,Beat'em all,Beat 'em up,Prügelspiel,,Jogo de pancadaria,,Beat ’em up,Beat'em up,,"Beat 'em up",Slåssespill,,,Beat 'em up,Mätkintäpeli,,,,진행형 격투 게임,,Verekedős Játék,,,Бийт-ем-ъп,משחק מכות,,,
GAME_GENRE_SHOOTEMUP,,Shoot 'em up,Shoot'em up,Shoot 'em up,Shooter,,Shoot 'em up,,Shoot 'em up,Shoot'em up,,Shoot 'em up,Skytespill,,,Shoot 'em up,Ampumispeli,,,,탄막 슈팅,,Lövöldözős Játék,,,Шуут-ем-ъп,משחק יריות,,,
GAME_GENRE_GRAPHIC_ADVENTURE,,Graphic adventure game,,Aventura gráfica,Grafikadventure,,,,Графическая приключенческая игра,Περιπέτειας,,Grafisk eventyr spil,Eventyrspill,,,,Seikkailupeli,,,,그래픽 어드벤처 게임,,Grafikus Kalandjáték,,,Куест,משחק הרפתקאות,,,
GAME_GENRE_TEXT_ADVENTURE,,Interactive fiction,,Aventura conversacional,Textadventure,,Ficção interativa,,Текстовая приключенческая игра,Διαδραστική ιστορία,,Interaktiv fiction,Interaktiv fiksjon,,,Fikcja interaktywna,Interaktiivinen fiktio,,,互動故事,텍스트 어드벤처 게임,,Szöveges Kalandjáték,,,Текстова,משחק מבוסס טקסט,,,
GAME_GENRE_STEALTH_GAME,,Stealth game,Infiltration,Juego de sigilo,Schleichspiel,,Jogo de furtividade,,Стелс-экшен,Παιχνίδι stealth,,Stealth spil,Snikespill,,,Skradanka,Hiipimispeli,,,潛入遊戲,잠입 게임,,Lopakodós Játék,,,С промъкване,משחק התגנבות,,,
GAME_GENRE_POINTANDCLICK_GAME,,Point and click game,,,,,,,,Point and click,,Point and click spil,Pek og klikk spill,,,,,,,,포인트 앤 클릭 게임,,,,,,,,,
GAME_GENRE_ROGUELIKE,,Roguelike,,,,,,,,,,Roguelike,Roguelike,,,,,ローグライクゲーム,,,로그라이크,,,,,,,,,
GAME_GENRE_VISUAL_NOVEL,,Visual novel,,,,,,,,,,Visual novelle,Visuell novelle,,,,,ビジュアルノベル,,,비주얼 노벨,,,,,,,,,
GAME_GENRE_DATING_SIM,,Dating simulator,,,,,,,,,,Dating simulator,Datingsimulator,,,,,恋愛シミュレーションゲーム,,,연애 시뮬레이션,,,,,,,,,
GAME_GENRE_MATCH_THREE,,,,,,,,,,,,,Match tre,,,,,,,,,,,,,,,,,
