GAME_ACTION_CAST_SPELL,[Infinitive/tutorial verb] Cast a spell,Cast,Lancer,Lanzar,Beschwöre,Lanciare,Lançar,Lançar,Заколдовать,Κάνε,Yap,Kast,Kast,Kasta,Uitroepen,Rzuć,Loihdi,詠唱する,施咒语,施咒語,사용하기,Seslat,Varázsolni,Castează,ร่ายเวทย์,Извикай,הטל-כישוף,,,
GAME_ACTION_CLAIM,[Infinitive/tutorial verb] To take possession of,Claim,Obtenir,Reclamar,Beanspruchen,Ottenere,Reivindicar,Reclamar,Взять,Διεκδίκησε,Al,Kræv,Kreve,Begära,Claimen,Weź,Lunasta,入手する,索取,索取,갖기,Činit si nárok,Birtokba venni,A obtine,เคลม,Вземи,דרוש,,,
GAME_ACTION_CLIMB,[Infinitive/tutorial verb],Climb,Escalader,Escalar,Klettern,Scalare,Escalar,Escalar,Лезть,Σκαρφάλωσε,Tırman,Klatr,Klatre,Klättra,Klimmen,Wspinaj się,Kiipeä,登る,爬上,爬上,오르기,Šplhat,Megmászni,Urcă,ปีน,Изкачи,טפס,,,
GAME_ACTION_CLOSE,[Infinitive/tutorial verb],Close,Fermer,Cerrar,Schließen,Chiudere,Fechar,Fechar,Закрыть,Κλείσε,Kapat,Luk,Steng,Stänga,Sluiten,Zamknij,Sulje,閉じる,关闭,關閉,닫기,Zavřít,Bezárni,Închide,ปิด,Затвори,סגור,,,
GAME_ACTION_COLLECT,[Infinitive/tutorial verb],Collect,Collecter,Recoger,Sammle,Prendere,Coletar,Apanhar,Собирать,Σύλλεξε,Topla,Saml,Samle,Samla,Verzamelen,Zbierz,Kerää,集める,收取,收取,모으기,Sbírat,Gyűjteni,Colecționează,เก็บ,Събери,אסוף,,,
GAME_ACTION_COOK,[Infinitive/tutorial verb] Cook food,Cook,Cuisiner,Cocinar,Kochen,Cucina,Cozinhar,Cozinhar,Приготовить,Μαγείρεψε,Pişir,Tilbered,Tilbered,Laga,Kook,Gotować,Keitä,調理,煮,煮,요리하기,Uvařit,Főzni,Gătește,ทำอาหาร,Сготви,בשל,,,
GAME_ACTION_CRAFT,[Infinitive/tutorial verb] Create item,Craft,Fabriquer,Crear,Herstellen,Crea,Fabricar,Profissão,Создать,Φτιάξε,Yap,Skab,Skap,Skapa,Maak,Tworzyć,Luo,作成,技术,技術,만들기,Vytvořit,Elkészíteni,Prepară,สร้าง,Създай,צור,,,
GAME_ACTION_CROUCH,[Infinitive/tutorial verb],Crouch,S'accroupir,Agacharse,Ducken,Accucciarsi,Agachar,Agachar,Присесть,Σκύψε,Eğil,Duk,Dukk,Ducka,Kruipen,Kucnij,Kyyristy,しゃがむ,蹲,蹲,조용히 걷기,Skrčit se,Leguggolni,Ghemuiește-te,คลาน,Приклекни,כרע,,,
GAME_ACTION_DODGE,[Infinitive/tutorial verb],Dodge,Esquiver,Esquivar,Ausweichen,Schivare,Desviar,Desviar,Уклониться,Απόφυγε,Atlat,Undvig,Unnvik,Undvik,Ontwijken,Unik,Väistä,避ける,闪避,閃避,피하기,Uhnout,Kitérni,Ferește-te,หลบ,Избегни,חמוק,,,
GAME_ACTION_DRIVE,[Infinitive/tutorial verb] Accelerate/Brake,Drive,Conduire,Conducir,Fahren,Guidare,Dirigir,Guiar,Ехать,Οδήγησε,Sür,Kør,Kjør,Kör,Rijden,Prowadź,Aja,運転する,驱动,駕駛,운전하기,Řídit,Vezetni,Conduce,ขับ,Карай,תנהג,,,
GAME_ACTION_FLY,[Infinitive/tutorial verb],Fly,Voler,Volar,Fliegen,Volare,Voar,Voar,Летать,Πέτα,Uç,Flyv,Fly,Flyg,Vliegen,Leć,Lennä,飛ぶ,飞,飛,비행하기,Letět,Repülni,Zboară,บิน,Лети,עוף,,,
GAME_ACTION_FULL_SPEED,,Full Speed,Vitesse Max,Máxima velocidad,Höchstgeschwindigkeit,Massima velocità,Velocidade máxima,Velocidade máxima,Макс. скорость,Πλήρης ταχύτητα,Tam Hız,Fuld fart,Full fart,Full fart,Volledige snelheid,Pełna Prędkość,Täysi vauhti,全速力,最高速,急速,최고 속도,Plná rychlost,Teljes sebesség,Viteză maxima,ความเร็วเต็ม,Пълна скорост,מהירות מלאה,,,
GAME_ACTION_GO,[Infinitive/tutorial verb] To go somewhere,Go,Aller,Ir,Gehen,Vai,Ir,Vá,Отправиться,Πήγαινε,Git,Gå,Gå,Åka,Ga,Idź,Mene,移動する,前往,前往,가기,Jít,Menni,Du-te,ไป,Иди,עבור אל,,,
GAME_ACTION_GO_TO_PLACE,[Infinitive/tutorial verb],Go to,Aller à,Ir a,Hierher gehen,Andare,Vá para,Vá para,Отправиться к,Πήγαινε στ*,Git,Gå til,Gå til,Åka till,Ga naar,Idź do,Mene,へ移動する,去,去,(으)로 가기,Jdi,Odamenni,Du-te către,ไปที่,Иди до,לך אל,,,
GAME_ACTION_HALF_SPEED,,Half Speed,Mi-Vitesse,Media velocidad,Halbe Geschwindigkeit,Velocità media,Metade da velocidade,Meia velocidade,Половинная скорость,Μισή ταχύτητα,Yarım Hız,Halv fart,Halv fart,Halv fart,Halve snelheid,Pół Prędkości,Puolivauhti,半速力,半速度,半速,중간 속도,Poloviční rychlost,Félsebesség,Viteză la jumătate,ความเร็วครึ่งนึง,Половин скорост,חצי מהירות,,,
GAME_ACTION_HEAL,[Infinitive/tutorial verb],Heal,Soigner,Curar,Heile,Curare,Curar,Heal,Залечить,Γιάτρεψε,İyileştir,Helbrede,Helbrede,Hela,Herstellen,Ulecz,Paranna,回復する,愈合,愈合,치료,Vyléčit,Gyógyítani,Vindecă,รักษา,Лекувай,רפא,,,
GAME_ACTION_JUMP,[Infinitive/tutorial verb],Jump,Sauter,Saltar,Springen,Saltare,Pular,Saltar,Прыгать,Πήδα,Zıpla,Hop,Hopp,Hoppa,Springen,Skacz,Hyppää,ジャンプする,跳,跳,점프,Skok,Ugrani,Sari,กระโดด,Скочи,קפוץ,,,
GAME_ACTION_LAND,[Infinitive/tutorial verb] Plane stops flying,Landing,Atterrir,Aterrizar,Landen,Atterrare,Aterrissar,Aterrar,Приземлиться,Προσγείωσε,Yere İn,Land,Landing,Landa,Landen,Wyląduj,Lasku,着陸する,降落,降落,착륙,Přístát,Leszállni,Aterizează,ลงจอด,Кацни,נחת,,,
GAME_ACTION_LOOK,[Infinitive/tutorial verb],Look,Regarder,Mirar,Gucken,Guardare,Olhar,Olhar,Смотреть,Κοίτα,Bak,Betragt,Se,Kolla,Kijken,Patrz,Katso,見る,看,看,보기,Podívat se,Nézni,Uite-te,ดู,Погледни,הבט,,,
GAME_ACTION_MIX,[Infinitive/tutorial verb] Mix potions,Mix,Mélanger,Mezclar,Mixen,Mescola,Misturar,Misturar,Смешать,Ανακάτεψε,Karıştır,Bland,Bland,Blanda,Meng,Mieszać,Sekoita,調合,混合,混合,섞기,Mixovat,Keverni,Amestecă,ผสม,Смеси,ערבב,,,
GAME_ACTION_OPEN,[Infinitive/tutorial verb],Open,Ouvrir,Abrir,Öffnen,Aprire,Abrir,Abrir,Открыть,Άνοιξε,Aç,Åbn,Åpne,Öppna,Openen,Otwórz,Avaa,開く,开放,開,열기,Otevřít,Kinyitni,Deschide,เปิด,Отвори,פתח,,,
GAME_ACTION_PICK_UP,[Infinitive/tutorial verb],Pick up,Prendre,Recoger,Aufnehmen,Prendere,Pegar,Pegar,Взять,Μάζεψε,Al,Saml op,Plukk opp,Plocka upp,Oppakken,Podnieś,Ota,拾う,拾起,拾起,줍기,Zvednout,Felvenni,Ridică de jos,หยิบ,Вземи,הרם,,,
GAME_ACTION_RACE,[Infinitive/tutorial verb],Race,Faire la course,Correr,Rase,Correre,Correr,Correr,Гнать,Αγωνίσου,Yarış,Ræs,Rase,Rejsa,Racen,Wyścig,Kilpaile,競争する,竞赛,競賽,경주하기,Závod,Versenyezni,Cursă,แข่ง,Състезавай се,תתחרה,,,
GAME_ACTION_READ,[Infinitive/tutorial verb],Read,Lire,Leer,Lesen,Leggi,Ler,Ler,Читать,Διάβασε,Oku,Læs,Les,Läs,Lezen,Czytaj,Lue,読む,阅览,讀,읽기,Číst,Olvasni,Citește,อ่าน,Прочети,קרא,,,
GAME_ACTION_REPLACE,[Infinitive/tutorial verb],Replace,Remplacer,Reemplazar,Ersetze,Rimpiazza,Trocar,Substituir,Заменить,Αντικατέστησε,Değiştir,Erstat,Erstatte,Ersätt,Vervangen,Zamień,Vaihda,入れ替え,更换,更換,대치하기,Vyměnit,Kicserélni,Înlocuiește,แทนที่,Замени,החלף,,,
GAME_ACTION_RUN,[Infinitive/tutorial verb],Run,Courir,Correr,Rennen,Correre,Correr,Correr,Бежать,Τρέξε,Koş,Løb,Løp,Spring,Rennen,Biegnij,Juokse,走る,奔跑,奔跑,달리기,Bežet,Futni,Fugi,วิ่ง,Тичай,רוץ,,,
GAME_ACTION_RUN_AWAY,[Infinitive/tutorial verb] Escape a situation by foot,Run away,S'enfuir,Salir corriendo,Lauf weg,Fuggire,Fugir,Fugir,Сбежать,Ξέφυγε,Uzaklaş,Løb væk,Løp vekk,Fly,Wegrennen,Uciekaj,Juokse pois,逃げる,逃跑,逃跑,도망치기,Utéct,Elmenekülni,Scapă fugind,หนี,Бягай,ברח,,,
GAME_ACTION_SHOOT,[Infinitive/tutorial verb],Shoot,Tirer,Disparar,Schieße,Sparare,Atirar,Disparamos,Стрелять,Πυροβόλα,Ateş Et,Skyd,Skyte,Skjut,Schieten,Strzelaj,Ammu,撃つ,射击,射擊,쏘기,Střílet,Lőni,Trage,ยิง,Стреляй,תירה,,,
GAME_ACTION_SNEAK,[Infinitive/tutorial verb],Sneak,Se faufiler,Afanar,Schleichen,Infiltrarsi,Infiltrar,Infiltrar,Красться,Νυχοπερπάτα,Gizlice Sokul,Snig,Snik,Smyg,Sluipen,Skradaj się,Hiivi,忍ぶ,潜行,潛行,몰래 가기,plížit se,Lopakodni,Furișează-te,ย่อง,Промъквай се,תתגנב,,,
GAME_ACTION_SPIN,[Infinitive/tutorial verb] Spin a wheel,Spin,Tourner,Girar,Drehen,Girare,Girar,Rodar,Крутить,Περιέστρεψε,Dön,Snur,Spin,Snurra,Draaien,Obróć,Pyöritä,回転させる,旋转,旋轉,회전시키기,Točit,Forogni,Invarte,หมุน,Завърти,תסתובב,,,
GAME_ACTION_SPRINT,[Infinitive/tutorial verb],Sprint,Sprinter,Esprintar,Sprinten,Correre,Arrancada,Sprint,Пробежать,Τρέξε,Depar At,Sprint,Sprint,Spurta,Sprinten,Truchtem,Pikajuokse,走る,冲刺,沖刺,달리기,Sprintovat,Sprintelni,Sprintează,วิ่ง,Спринтирай,רוץ מהר,,,
GAME_ACTION_STEER,[Infinitive/tutorial verb] Left/Right,Steer,Tourner,Dirigir,Lenken,Sterzare,Conduzir,Conduzir,Вращать,Στρίψε,Yönlen,Styr,Styr,Styr,Sturen,Steruj,Ohjaa,操舵する,左右,左右,조종하기,ovládat,Kormányozni,Pilotează,เลี้ยว,Завивай,פנה,,,
GAME_ACTION_TAKE_OFF,[Infinitive/tutorial verb] Plane starts flying,Takeoff,Décoller,Despegar,Abheben,Decollare,Decolar,Descolar,Взлететь,Απογειώσου,Havalan,Afgang,Avgang,Ta av,Opstijgen,Wystartuj,Nousu,離陸する,腾飞,起飞 起飛,이륙하기,Sundat,Felszállni,Decolare,บินขึ้น,Излети,המרא,,,
GAME_ACTION_TALK,[Infinitive/tutorial verb],Talk,Parler,Hablar,Reden,Parlare,Falar,Falar,Говорить,Μίλα,Konuş,Snak,Prate,Prata,Spreken,Rozmawiaj,Puhu,話す,谈话,談話,대화하기,Mluvit,Beszélni,Vorbeste,พูด,Разговаряй,דבר,,,
GAME_ACTION_THROW,[Infinitive/tutorial verb] Aggressive,Throw,Jeter,Arrojar,Werfe,Tirare,Arremessar,Atirar,Бросить,Πέτα,Fırlat,Kast,Kast,Kasta,Gooien,Rzuć,Heitä,投げる,扔,扔,던지기,Hodit,Dobni,Aruncă,โยน,Хвърли,זרוק,,,
GAME_ACTION_WALK,[Infinitive/tutorial verb],Walk,Marcher,Caminar,Laufen,Camminare,Andar,Andar,Идти,Περπάτα,Yürü,Gå,Gå,Gå,Lopen,Idź,Kävele,歩く,步行,步行,걷기,Jít,Sétálni,Mergi,เดิน,Върви,לך,,,
GAME_CHARACTER_ENDURANCE,Like 'Stamina',Endurance,Endurance,Aguante,Ausdauer,Vitalità,Resistência,Resistência,Выносливость,Αντοχή,Dayanıklılık,Udholdenhed,Utholdenhet,Uthållighet,Uithoudingsvermogen,Wytrzymałość,Kestävyys,生命力,耐力,耐力,지구력,Vytrvalost,Állóképesség,Rezistență,ความทนทาน,Издържливост,סיבולת,,,
GAME_CHARACTER_EXP,,Experience points,Points d'expérience,Puntos de experiencia,Erfahrungspunkte,Punti esperienza,Pontos de experiência,Pontos de Experiência,Очки опыта,Πόντοι Εμπειρίας,Tecrübe puanı,Erfaringspoint,Erfaringspoeng,Erfarenhetspoäng,Ervaringspunten,Punkty doświadczenia,Kokemuspisteet,経験値,经验值,經驗值,경험치,Body zkušeností,Tapasztalati pontok,Puncte de experiență,ค่าประสบการณ์,Опит,נקודות ניסיון,,,
GAME_CHARACTER_FEMALE,[Noun],Female,Féminin,Femenino,Weiblich,Femmina,Feminino,Feminino,Женщина,Θηλυκό,Kadın,Kvindelig,Kvinne,Kvinnlig,Vrouw,Żeński,Nainen,女,女性,女性,여성,Žena,Nő / Nőstény,Feminin,หญิง,Жена,נקבה,,,انثى
GAME_CHARACTER_HEALTH,,Health,Santé,Salud,Gesundheit,Salute,Vida,Vida,Здоровье,Υγεία,Can,Liv,Liv,Hälsa,Gezondheid,Życie,Terveys,ヘルス,健康值,健康值,체력,Zdraví,Egészség,Viată,พลังชีวิต,Живот,בריאות,,,الصحة
GAME_CHARACTER_HEART,1 heart,Heart,Coeur,Corazón,Herz,Cuore,Coração,Coração,Сердце,Καρδιά,Kalp,Hjerte,Hjerte,Hjärta,Hart,Serce,Sydän,ハート,心,心,하트,Srdce,Szív,Inimă,หัวใจ,Сърце,לב,,,
GAME_CHARACTER_HEART_PLURAL,[Plural] 3 hearts,Hearts,Coeurs,Corazones,Herzen,Cuori,Corações,Corações,Сердца,Καρδιές,Kalp,Hjerter,Hjerter,Hjärtan,Harten,Serca,Sydäntä,ハート,心,心,하트,Srdce,Szívek,Inimi,หัวใจ,Сърца,לבבות,,,
GAME_CHARACTER_LEVEL,Character's level,Level,Niveau,Nivel,Level,Livello,Nível,Nível,Уровень,Επίπεδο,Seviye,Niveau,Nivå,Nivå,Level,Poziom,Taso,レベル,等级,等級,레벨,Úroveň,Szint,Nivel,เลเวล,Ниво,רמה,,,
GAME_CHARACTER_LEVEL_UP,,Level up!,Niveau suivant !,¡Subida de nivel!,Level up!,Salita di livello,Subiu de nível!,Subiste de nível!,След. уровень!,Ανέβηκες επίπεδο!,Seviye Atladın!,Næste niveau opnået!,Neste nivå nådd!,Nästa nivå nådd!,Level up!,Następny poziom!,Uusi taso!,レベルアップ！,升级,升級,레벨 업!,Vyšší úroveň,Szintlépés,Ți-a crescut nivelul!,เลเวลขึ้น,Качи ниво!,עלית רמה!,,,
GAME_CHARACTER_LIVES,,Lives,Vies,Vidas,Leben,Vite,Vidas,Vidas,Жизни,Ζωές,Hayat,Liv,Liv,Liv,Levens,Życia,Elämät,ライフ,生命,生命,라이프,Životy,Életek,Vieți,ชีวิต,Животи,חיים,,,الارواح
GAME_CHARACTER_MALE,[Noun],Male,Masculin,Masculino,Männlich,Maschio,Masculino,Masculino,Мужчина,Αρσενικό,Erkek,Mandlig,Mann,Manlig,Man,Męski,Mies,男,男性,男性,남성,Muž,Férfi / Hím,Masculin,ชาย,Мъж,זכר,,,ذكر
GAME_CHARACTER_MAN,[Noun],Man,Homme,Hombre,Mann,Uomo,Homem,Homem,Мужчина,Άντρας,Erkek,Mand,Mann,Man,Man,Mężczyzna,Mies,男,男人,男人,남자,Muž,Férfi,Bărbat,ผู้ชาย,Мъж,גבר,,,رجل
GAME_CHARACTER_MAN_PLURAL,[Noun][Plural],Men,Hommes,Hombres,Männer,Uomini,Homens,Homens,Мужчины,Άντρες,Erkek,Mænd,Menn,Män,Mannen,Mężczyźni,Miehet,男,男人,男人,남자,Muži,Férfiak,Bărbați,ผู้ชาย,Мъже,גברים,,,رجال
GAME_CHARACTER_RESPAWN,,Respawn,Réapparaître,Reaparecer,Wiederbelebung,Respawn,Renascer,Ressuscitar,Возрождение,Αναγέννηση,Canlanma,Genopstå,Gjenoppstå,Återuppstå,Herspawn,Odródź,Synny uudestaan,復活,重生,重生,부활,Oživení,Újraéledés,Reîncarnare,เกิดใหม่,Върни се в играта,התחל מחדש,,,اسقاط
GAME_CHARACTER_RESPAWN_IN,,Respawn in:,Réapparition dans :,Reaparecer en:,Wiederbelebung in:,Respawn in:,Renascimento em:,Reentrada em:,Возрождение через:,Αναγέννηση σε:,Canlanma: ,Genopstår om:,Gjenoppstår om:,Återuppstår om:,Herspawn in:,Odrodzenie za:,Synnyt uudellen:,復活まで：,于此之后重生：,於此之后重生：,부활 장소:,Oživení za:,Újraéledésig:,Reîncarnare în:,เกิดใหม่ใน,Връщане в играта след:,מתחיל מחדש בעוד ,,,الاسقاط في:
GAME_CHARACTER_RESPAWN_QUESTION,,Respawn?,Réapparaître ?,¿Reaparecer?,Wiederbeleben?,Respawn?,Renascer,Ressuscitar,Возродиться?,Αναγέννηση;,Canlan?,Genopstå?,Gjenoppstå?,Återuppstå?,Herspawnen?,Odrodzić?,Synny uudestaan?,復活しますか？,重生？,重生？,부활하시겠습니까?,Oživit?,Újraéledsz?,Reîncarnare?,ต้องการเกิดใหม่?,Връщаш ли се в играта?,להתחיל מחדש?,,,اعادة الاسقاط؟
GAME_CHARACTER_RESPAWNING,,Respawning,Réapparition,Reapareciendo,Wiederbeleben,Respawning,Renascendo,A reentrar,Возрождение,Αναγέννηση,Canlanıyor,Genopstår,Gjenoppstår,Återuppstår,Herspawnend,Odradzanie,Synnytään uudestaan,復活中,重生中,重生中,부활하는 중,Oživování,Újraéledés,Reîncarnare,กำลังเกิดใหม่,Връщане в играта,מתחיל מחדש...,,,جاري الاسقاط
GAME_CHARACTER_SKILL,,Skill,Compétence,Habilidad,Fähigkeiten,Abilità,Habilidade,Habilidade,Навык,Ικανότητα,Yetenek,Færdighed,Ferdighet,Färdighet,Vaardigheid,Umiejętność,Taito,スキル,技能,技能,기술,Dovednost,Képesség,Îndemânare,สกิล,Умение,רמה,,,
GAME_CHARACTER_SPAWN_POINT,,Spawn Point,Point d'Apparition,Punto de aparición,Spawn-Punkt,Punto di spawn,Ponto de Renascimento,Ponto de Reentrada,Точка возрождения,Σημείο αναγέννησης,Canlanma Noktası,Startpunkt,Startpunkt,Startpunkt,Spawnpunt,Punkt Odrodzenia,Uudelleensyntymispaikka,復活ポイント,重生点,重生點,스폰 지점,Bod oživení,Kezdőhely,Loc de reîncarnare,จุดเกิด,Точка за връщане,נקודת התחלה,,,
GAME_CHARACTER_TRANSGENDER,[Noun],Transgender,Transsexuel,Transexual,Transsexuell,Trans,Transgênero,Transgénero,Трансгендер,Τρανς,Travesti,Transsexuel,Transperson,Transsexuell,Transgender,Transpłciowy,Transsukupuolinen,トランスジェンダー,跨性别,跨性別,성전환자,Transexuál,Transznemű,Neutru,กระเทย,Трансджендър,טרנסג'נדר,,,متحوّل
GAME_CHARACTER_WOMAN,[Noun],Woman,Femme,Mujer,Frau,Donna,Mulher,Mulher,Женщина,Γυναίκα,Kadın,Kvinde,Kvinne,Kvinna,Vrouw,Kobieta,Nainen,女,女人,女人,여자,Žena,Nő,Femeie,ผู้หญิง,Жена,אשה,,,امرأة
GAME_CHARACTER_WOMAN_PLURAL,[Noun][Plural],Women,Femmes,Mujeres,Frauen,Donne,Mulheres,Mulheres,Женщины,Γυναίκες,Kadın,Kvinder,Kvinner,Kvinnor,Vrouwen,Kobiety,Naiset,女,女人,女人,여자,Ženy,Nők,Femei,ผู้หญิง,Жени,נשים,,,نساء
GAME_DAMAGE,generic : damage to vehicle body etc,Damage,Dégâts,Daño,Schaden,Danno,Dano,Dano,Повреждение,Ζημιά,Hasar,Skade,Skade,Skada,Schade,Obrażenia,Vaurio,ダメージ,破损,破損,손상,Poškození,Sebzés,Avarie,ความเสียหาย,Щети,נזק,,,
GAME_DAMAGE_CRITICAL_HIT,RPG attack,Critical Hit,Coup critique,Golpe crítico,Kritischer Treffer,Colpo critico,Dano crítico,Dano crítico,Критический удар,Κρίσιμο χτύπημα,Kritik Vuruş,Kritisk ramt,Kritisk treff,Kritisk träff,Kritieke treffer,Cios krytyczny,Kriittinen osuma,クリティカルヒット,严重伤害,嚴重傷害,일격,Kritický zásah,Kritikus sebzés,Lovitură critică,คริติคัล,Критичен удар,פגיעה קריטית,,,
GAME_DAMAGE_CRITICAL_MISS,RPG attack miss,Critical Miss,Échec critique,Fallo crítico,Kritischer Fehltreffer,Fallimento critico,Errou crítico,Falhou crítico,Критический промах,Απόλυτη Αστοχία,Kritik Iska,Kritisk miss,Kritisk bom,Kritisk miss,Kritiek mis,Pudło krytyczne,Kriittinen epäonnistuminen,クリティカルミス,严重失误,嚴重失誤,일격 빗나감,Vedle,Kritikus mellé,Ratare critică,พลาด,Критичен пропуск,פספוס קריטי,,,
GAME_DAMAGE_HIT_NOUN,RPG attack,Hit,Coup,Golpe,Treffer,Colpo,Acerto,Golpe,Удар,Χτυπημέν*,Vur,Ramt,Treff,Träff,Treffer,Cios,Osuma,ヒット,暴击,擊中 击中,타격,Úder,Találat,Lovitură,โจมตี,Удар,פגיעה,,,
GAME_DAMAGE_HIT_POINTS_PLURAL,Health,Hit points,Points de vie,Puntos de salud,Kraftpunkte,Punti vita,Pontos de vida,Pontos de vida,Очки здоровья,Πόντοι,Can puanı,Liv,Liv,Hälsopoäng,Levenspunten,Punkty życia,Osumapisteet,ヒットポイント,生命值,生命值,체력,Zásahové body,Életerő pont,Puncte de viață,พลังชีวิต,Точки живот,חיים,,,
GAME_DAMAGE_MISS_NOUN,RPG attack miss,Miss,Échec,Fallo,Verfehlt!,Mancato,Errou,Falhou,Промах,Αστοχία,Iska,Miss,Bom,Miss,Mis,Pudło,Ohi,ミス,失误,失誤,빗나감,Vedle,Mellé,Ratare,พลาด,Пропуск,פספוס,,,
GAME_DAMAGE_UNIT,1 damage unit,Damage,Dégât,Punto de daño,Schaden,Danno,Dano,Dano,Урон,Πόντος χτυπήματος,Hasar,Skade,Skade,Skada,Schade,Obrażenia,Osuma,ダメージ,破坏率,破壞值,대미지,Poškození,Sebzés,Avarie,ความเสียหาย,Точка щети,פגיעה,,,
GAME_DAMAGE_UNIT_PLURAL,[Plural] 5 damage units,Damage,Dégâts,Daños,Schaden,Danni,Danos,Danos,Урон,Πόντοι χτυπήματος,Hasar,Skade,Skade,Skada,Schade,Obrażenia,Osumaa,ダメージ,破坏率,破壞率,대미지,Poškození,Sebzés,Avarie,ความเสียหาย,Точки щети,פגיעות,,,
GAME_ENEMY,[Noun],Enemy,Ennemi,Enemigo,Gegner,Nemico,Inimigo,Inimigo,Враг,Εχθρός,Düşman,Fjende,Fiende,Fiende,Vijand,Przeciwnik,Vastustaja,敵,敌人,敵人,적,Nepřítel,Ellenség,Inamic,ศัตรู,Противник,אויב,,,العدو
GAME_ENEMY_FEMALE,[Noun],Enemy,Ennemie,Enemiga,Gegnerin,Nemica,Inimiga,Inimiga,Враг,Εχθρός,Düşman,Fjende,Fiende,Fiende,Vijand,Przeciwniczka,Vastustaja,敵,敌人,敵人,적,Nepřítel,Ellenség,Inamici,ศัตรู,Противничка,אויבת,,,العدو
GAME_ENEMY_FEMALE_PLURAL,[Noun],Enemies,Ennemies,Enemigas,Gegnerinnen,Nemiche,Inimigas,Inimigas,Враги,Εχθροί,Düşmanlar,Fjender,Fiender,Fiender,Vijanden,Przeciwniczki,Vastustajat,敵,敌人,敵人,적들,Nepřítelé,Ellenség,Inamici,ศัตรู,Противнички,אויבות,,,الاعداء
GAME_ENEMY_PLURAL,[Noun],Enemies,Ennemis,Enemigos,Gegner,Nemici,Inimigos,Inimigos,Враги,Εχθροί,Düşmanlar,Fjender,Fiender,Fiender,Vijanden,Przeciwnicy,Vastustajat,敵,敌人,敵人,적들,Nepřátelé,Ellenségek,Inamici,ศัตรู,Противници,אויבים,,,الاعداء
